3.016306,3.796112,4.902073
2.837209,3.645207,4.750533
2.682615,3.541135,4.695288
2.463773,3.466040,4.836485
2.186024,3.432612,4.520399
1.894634,3.388019,4.428562
1.746158,3.684218,4.712981
1.638588,3.532978,4.569012
1.515771,3.563890,4.574976
1.561168,3.590943,4.463723
1.647960,3.349715,4.427295
1.608157,3.305768,4.312639
1.650717,3.336034,4.103575
1.671963,3.261739,3.996833
1.843351,3.301805,4.030342
1.952978,3.306642,4.332138
1.982203,3.237241,4.485837
2.036815,3.132409,4.629383
2.092223,3.272345,4.629672
2.379943,3.342068,4.536901
2.511056,3.364336,4.186020
2.708218,3.399120,4.047075
2.901873,3.441146,3.927232
3.020429,3.572512,3.914994
2.920843,3.586846,4.009096
2.774557,3.740008,4.208138
2.668345,4.213814,4.733424
2.651668,4.027313,4.767840
2.588993,3.912399,4.616262
2.225566,3.785903,4.671727
2.055934,3.725411,4.591645
1.846152,3.448462,4.688117
1.748142,3.401044,4.531022
1.615866,3.317837,4.503708
1.510805,3.354748,4.404313
1.459004,3.320133,4.521681
1.491268,3.156703,4.634288
1.651999,3.030579,4.476976
1.687706,3.034511,4.324030
1.683859,3.057436,4.244649
1.650939,2.999011,4.332417
1.695930,2.978083,4.231034
1.845611,2.814330,3.767338
1.814881,2.665792,3.241167
1.889415,2.782601,3.108179
1.847188,2.929744,3.311091
1.805988,3.123221,3.644290
1.846665,2.854879,4.183036
1.615818,2.980900,4.714595
1.871828,3.113026,4.605103
2.063734,3.266243,4.693964
2.214204,3.033684,4.706717
2.166718,2.828295,4.674152
2.271917,2.860856,4.755797
2.068006,2.877904,4.790837
1.785226,2.975646,4.669278
1.729415,2.994048,4.476868
1.679222,3.039866,4.481027
1.744669,3.054870,4.286917
1.928495,3.106494,4.293145
1.925093,3.122323,4.296771
1.950244,3.299537,4.347333
2.059236,3.545960,4.674994
2.116614,3.547680,4.959800
2.314828,3.579853,5.047318
2.495560,3.612130,5.135450
2.612799,3.674844,5.183527
2.709170,3.771835,5.285427
2.815830,3.973901,5.336447
3.000873,4.241485,5.445173
3.036772,4.447724,5.473061
3.250311,4.752827,5.496593
3.175735,4.977547,5.528523
3.817474,5.056271,5.577720
3.616785,4.537544,5.952046
3.064045,4.299660,5.930741
2.582759,3.884879,5.320496
2.505414,3.601467,5.167578
2.518742,3.341022,4.796946
2.507637,3.648455,4.875006
2.503951,3.775051,5.304151
2.507090,3.686830,5.358671
2.632598,3.637042,5.354572
2.613431,3.370982,5.366233
2.598806,3.211577,5.314951
2.557127,2.999854,5.163465
2.649515,2.884052,5.030921
2.727901,3.166481,4.900713
2.536355,3.196816,4.801746
2.524063,3.481624,4.985564
2.615128,3.371121,5.173087
2.412849,3.349041,5.087837
2.500013,3.341100,5.151263
2.780435,3.328440,5.011477
2.959589,3.375652,4.932980
2.698720,3.275384,4.807657
2.417805,3.282055,4.694539
2.238312,3.416286,4.723346
2.183864,3.243959,4.564184
2.048232,3.034306,4.395958
1.858011,2.931369,4.179190
1.818257,2.886318,3.992077
1.837138,2.849024,3.872840
1.758813,2.745614,3.507160
1.751217,2.527244,3.322058
1.659237,2.461766,3.205705
1.706310,2.436010,3.227178
1.563175,2.286678,3.108179
1.658537,2.303332,2.995146
1.875717,2.425377,3.096349
2.023139,2.514638,3.453107
2.002859,2.719670,3.710664
2.027747,2.807438,4.042589
1.995105,2.989312,4.205036
2.030138,3.049085,4.491520
2.101504,3.199757,4.707272
2.155333,3.274017,5.056345
2.264664,3.386139,5.343305
2.386254,3.433932,5.315621
2.680758,3.325605,5.128381
2.964685,3.695952,5.338473
2.813411,3.976230,5.155941
2.449649,4.359572,5.052125
2.330468,4.001762,5.030227
2.111109,3.339473,4.822617
2.045492,2.922543,4.609110
1.967275,2.733208,4.393965
2.034195,2.746010,4.288853
2.083731,2.847855,4.303642
2.128452,2.922868,4.492006
2.231087,2.857939,4.743754
2.153624,2.893441,4.847699
2.113398,2.946259,4.872220
2.122944,3.029673,4.956225
2.094867,3.154483,5.145230
2.086001,3.292928,5.255394
2.070136,3.426553,5.390108
2.017241,3.575928,5.577995
1.894505,3.835162,5.352560
1.691097,3.894357,5.134992
1.362423,3.751628,4.848658
1.359581,3.508784,4.463347
1.343567,3.359495,4.277966
1.286503,3.439113,4.209254
1.196351,3.663759,4.372507
1.264621,3.804415,4.543579
1.251127,3.759296,4.467060
1.252544,3.433404,4.567825
1.121951,2.993607,4.457220
1.069999,2.632186,4.517033
1.119180,1.206135,4.433300
1.025011,1.071467,4.496418
0.996643,1.179765,4.861770
1.403968,1.444641,4.965660
1.606767,1.651201,5.005184
1.682959,1.857068,5.070753
2.104517,2.290200,5.070778
2.519389,2.704502,5.206313
2.902263,3.101866,5.236955
3.222897,3.391959,5.070487
3.605522,3.699036,5.055153
3.396954,3.909854,5.155759
3.244455,4.249331,5.324749
3.098297,4.574927,5.540711
3.061956,4.581410,5.502229
2.862639,3.827658,5.105276
2.694494,3.641184,4.920733
2.988883,3.859111,4.945821
3.162135,4.237273,5.207657
3.357895,4.189127,5.327826
3.595966,4.327596,5.330061
3.652416,4.466706,5.343956
3.742544,4.545309,5.476058
